CVE_ID;Year;CVSS_Score;Severity;Attack_Vector;Attack_Complexity;Privileges_Required;User_Interaction;Confidentiality_Impact;Integrity_Impact;Availability_Impact;Automatable
CVE-2025-0183;2025;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0184;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0185;2025;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0186;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0187;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0188;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0189;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0190;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0191;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0192;2025;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0193;2025;5.2;MEDIUM;NETWORK;HIGH;HIGH;PASSIVE;;;;no
CVE-2025-0194;2025;6.5;MEDIUM;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2025-0195;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0196;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0197;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0198;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0199;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0200;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0201;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0202;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0203;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0204;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0205;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0206;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0207;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0208;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0209;2025;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0210;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0211;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0212;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0213;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0214;2025;2.1;LOW;;;;;;;;no
CVE-2025-0215;2025;6.1;MEDIUM;;;;;;;;no
CVE-2025-0217;2025;7.3;HIGH;LOCAL;LOW;LOW;ACTIVE;;;;no
CVE-2025-0218;2025;5.5;MEDIUM;;;;;;;;no
CVE-2025-0219;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0220;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0221;2025;6.8;MEDIUM;;;;;;;;no
CVE-2025-0222;2025;6.8;MEDIUM;;;;;;;;no
CVE-2025-0223;2025;6.8;MEDIUM;;;;;;;;no
CVE-2025-0224;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0225;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0226;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0227;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0228;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0229;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0230;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0231;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0232;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0233;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0234;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2025-0235;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2025-0236;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2025-0237;2025;5.4;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;LOW;NONE;no
CVE-2025-0238;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2025-0239;2025;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;LOW;NONE;no
CVE-2025-0240;2025;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;LOW;NONE;no
CVE-2025-0241;2025;7.7;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;LOW;yes
CVE-2025-0242;2025;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;LOW;NONE;no
CVE-2025-0243;2025;5.1;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;LOW;NONE;no
CVE-2025-0244;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2025-0245;2025;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0246;2025;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;LOW;NONE;no
CVE-2025-0247;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0248;2025;8.1;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0249;2025;3.3;LOW;NETWORK;HIGH;HIGH;NONE;LOW;LOW;NONE;no
CVE-2025-0250;2025;2.2;LOW;NETWORK;HIGH;HIGH;NONE;LOW;NONE;NONE;no
CVE-2025-0251;2025;2.6;LOW;NETWORK;HIGH;LOW;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0252;2025;2.6;LOW;NETWORK;HIGH;LOW;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0253;2025;2.0;LOW;NETWORK;HIGH;HIGH;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0254;2025;5.9;MEDIUM;NETWORK;HIGH;HIGH;NONE;HIGH;HIGH;NONE;no
CVE-2025-0255;2025;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0256;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0257;2025;6.3;MEDIUM;ADJACENT_NETWORK;LOW;NONE;NONE;LOW;LOW;LOW;no
CVE-2025-0272;2025;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0273;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0274;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2025-0275;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2025-0276;2025;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;LOW;yes
CVE-2025-0277;2025;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;LOW;yes
CVE-2025-0278;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0279;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0280;2025;7.5;HIGH;LOCAL;HIGH;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0281;2025;7.3;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0282;2025;9.0;CRITICAL;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0283;2025;7.0;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0285;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0286;2025;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0287;2025;5.1;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;LOW;NONE;no
CVE-2025-0288;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0289;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0290;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;LOW;no
CVE-2025-0291;2025;8.3;HIGH;NETWORK;HIGH;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0292;2025;5.5;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;NONE;no
CVE-2025-0293;2025;6.6;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0294;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0295;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0296;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0297;2025;5.3;MEDIUM;;;;;;;;yes
CVE-2025-0298;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0299;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0300;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0301;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0302;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0303;2025;8.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0304;2025;8.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0306;2025;7.4;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;NONE;no
CVE-2025-0308;2025;7.5;HIGH;;;;;;;;yes
CVE-2025-0309;2025;6.0;MEDIUM;PHYSICAL;LOW;LOW;NONE;;;;no
CVE-2025-0311;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0312;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0314;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0315;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0316;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0317;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0318;2025;5.3;MEDIUM;;;;;;;;yes
CVE-2025-0320;2025;8.6;HIGH;LOCAL;LOW;NONE;NONE;;;;no
CVE-2025-0321;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0324;2025;9.4;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;LOW;no
CVE-2025-0325;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;LOW;no
CVE-2025-0327;2025;8.5;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0328;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0329;2025;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0330;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2025-0331;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0332;2025;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0333;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0334;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0335;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0336;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0337;2025;7.1;HIGH;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0339;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0340;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0341;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0342;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0343;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2025-0344;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0345;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0346;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0347;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0348;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0349;2025;8.7;HIGH;;;;;;;;no
CVE-2025-0350;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0352;2025;8.7;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0353;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0354;2025;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0355;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2025-0356;2025;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0357;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0358;2025;8.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0359;2025;8.5;HIGH;LOCAL;LOW;NONE;NONE;LOW;HIGH;LOW;no
CVE-2025-0360;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0361;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0362;2025;6.4;MEDIUM;NETWORK;HIGH;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0364;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0365;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0366;2025;8.8;HIGH;;;;;;;;no
CVE-2025-0367;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0368;2025;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0369;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0370;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0371;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0372;2025;5.9;MEDIUM;LOCAL;HIGH;LOW;ACTIVE;;;;no
CVE-2025-0373;2025;6.0;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;HIGH;no
CVE-2025-0374;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0376;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0377;2025;7.5;HIGH;;;;;;;;yes
CVE-2025-0390;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0391;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0392;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0393;2025;6.1;MEDIUM;;;;;;;;no
CVE-2025-0394;2025;8.8;HIGH;;;;;;;;no
CVE-2025-0395;2025;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2025-0396;2025;8.5;HIGH;;;;;;;;no
CVE-2025-0397;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0398;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0399;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0400;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0401;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0402;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0403;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0404;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0405;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0406;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0407;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0408;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0409;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0410;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0411;2025;7.0;HIGH;;;;;;;;no
CVE-2025-0412;2025;7.8;HIGH;;;;;;;;no
CVE-2025-0413;2025;7.8;HIGH;;;;;;;;no
CVE-2025-0415;2025;9.2;CRITICAL;NETWORK;LOW;HIGH;NONE;;;;no
CVE-2025-0416;2025;8.9;HIGH;ADJACENT;LOW;LOW;NONE;;;;no
CVE-2025-0417;2025;7.0;HIGH;LOCAL;LOW;NONE;NONE;;;;no
CVE-2025-0418;2025;5.2;MEDIUM;PHYSICAL;LOW;NONE;NONE;;;;no
CVE-2025-0419;2025;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0420;2025;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0421;2025;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0422;2025;8.6;HIGH;NETWORK;LOW;HIGH;NONE;;;;no
CVE-2025-0423;2025;5.3;MEDIUM;NETWORK;LOW;NONE;PASSIVE;;;;no
CVE-2025-0424;2025;5.1;MEDIUM;NETWORK;LOW;LOW;PASSIVE;;;;no
CVE-2025-0425;2025;8.5;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0426;2025;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2025-0427;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0428;2025;7.2;HIGH;;;;;;;;no
CVE-2025-0429;2025;7.2;HIGH;;;;;;;;no
CVE-2025-0430;2025;8.7;HIGH;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0431;2025;5.8;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2025-0432;2025;6.9;MEDIUM;ADJACENT;LOW;NONE;PASSIVE;;;;no
CVE-2025-0433;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0434;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0435;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2025-0436;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0437;2025;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;LOW;NONE;no
CVE-2025-0438;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0439;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2025-0440;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2025-0441;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;HIGH;NONE;NONE;no
CVE-2025-0442;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2025-0443;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0444;2025;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2025-0445;2025;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0446;2025;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2025-0447;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0448;2025;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2025-0450;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0451;2025;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2025-0452;2025;8.2;HIGH;NETWORK;LOW;NONE;NONE;NONE;LOW;HIGH;yes
CVE-2025-0453;2025;5.9;MEDIUM;NETWORK;HIGH;NONE;NONE;NONE;NONE;HIGH;no
CVE-2025-0454;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2025-0455;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0456;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0457;2025;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0458;2025;6.9;MEDIUM;;;;;;;;no
CVE-2025-0459;2025;4.8;MEDIUM;;;;;;;;no
CVE-2025-0460;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0461;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0462;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0463;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0464;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0465;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0466;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2025-0467;2025;8.2;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0468;2025;7.1;HIGH;LOCAL;LOW;LOW;NONE;NONE;HIGH;HIGH;no
CVE-2025-0469;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0470;2025;6.1;MEDIUM;;;;;;;;no
CVE-2025-0471;2025;9.9;CRITICAL;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0472;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2025-0473;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0474;2025;7.7;HIGH;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0475;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0476;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;LOW;no
CVE-2025-0477;2025;9.3;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0478;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0479;2025;8.6;HIGH;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0480;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0481;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0482;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0483;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0484;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0485;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0486;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0487;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0488;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0489;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0490;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0491;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0492;2025;8.7;HIGH;;;;;;;;yes
CVE-2025-0493;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0495;2025;4.1;MEDIUM;LOCAL;LOW;LOW;PASSIVE;;;;no
CVE-2025-0497;2025;7.3;HIGH;LOCAL;HIGH;LOW;NONE;;;;no
CVE-2025-0498;2025;7.0;HIGH;LOCAL;LOW;LOW;PASSIVE;;;;no
CVE-2025-0500;2025;7.7;HIGH;NETWORK;LOW;NONE;PASSIVE;;;;no
CVE-2025-0501;2025;7.7;HIGH;NETWORK;HIGH;NONE;PASSIVE;;;;no
CVE-2025-0502;2025;6.9;MEDIUM;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0503;2025;3.1;LOW;NETWORK;HIGH;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0504;2025;5.3;MEDIUM;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0505;2025;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2025-0506;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0507;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0508;2025;5.9;MEDIUM;NETWORK;HIGH;NONE;NONE;NONE;HIGH;NONE;no
CVE-2025-0509;2025;7.3;HIGH;ADJACENT_NETWORK;HIGH;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0510;2025;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2025-0511;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0512;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0513;2025;1.8;LOW;NETWORK;HIGH;HIGH;ACTIVE;;;;no
CVE-2025-0514;2025;7.2;HIGH;LOCAL;HIGH;NONE;PASSIVE;;;;no
CVE-2025-0515;2025;4.3;MEDIUM;;;;;;;;no
CVE-2025-0516;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;LOW;NONE;no
CVE-2025-0518;2025;4.8;MEDIUM;NETWORK;LOW;LOW;ACTIVE;;;;no
CVE-2025-0520;2025;9.4;CRITICAL;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0521;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0522;2025;4.7;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2025-0525;2025;2.3;LOW;NETWORK;LOW;LOW;NONE;;;;yes
CVE-2025-0526;2025;2.3;LOW;NETWORK;LOW;LOW;NONE;;;;yes
CVE-2025-0527;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0528;2025;8.6;HIGH;;;;;;;;no
CVE-2025-0529;2025;4.8;MEDIUM;;;;;;;;no
CVE-2025-0530;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0531;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0532;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0533;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0534;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0535;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0536;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0537;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0538;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0539;2025;5.9;MEDIUM;NETWORK;HIGH;LOW;PASSIVE;;;;no
